,Country Name,Country Code,Indicator Name,Year,Percentage
811,Mauritania,MRT,% of rural population using drinking water services,2005,31.7
812,Mauritania,MRT,% of urban population using drinking water services,2005,72.5
813,Mauritius,MUS,% of total population using drinking water services,2005,99.5
814,Mauritius,MUS,% of rural population using drinking water services,2005,99.3
815,Mauritius,MUS,% of urban population using drinking water services,2005,99.8
816,Morocco,MAR,% of total population using drinking water services,2005,69.4
817,Morocco,MAR,% of rural population using drinking water services,2005,39.8
818,Morocco,MAR,% of urban population using drinking water services,2005,93.3
819,Mozambique,MOZ,% of total population using drinking water services,2005,29.5
820,Mozambique,MOZ,% of rural population using drinking water services,2005,14.2
821,Mozambique,MOZ,% of urban population using drinking water services,2005,65.2
822,Namibia,NAM,% of total population using drinking water services,2005,78.4
823,Namibia,NAM,% of rural population using drinking water services,2005,67.4
824,Namibia,NAM,% of urban population using drinking water services,2005,97.5
825,Niger,NER,% of total population using drinking water services,2005,40.6
826,Niger,NER,% of rural population using drinking water services,2005,30.8
827,Niger,NER,% of urban population using drinking water services,2005,90.9
828,Nigeria,NGA,% of total population using drinking water services,2005,51.4
829,Nigeria,NGA,% of rural population using drinking water services,2005,37.8
830,Nigeria,NGA,% of urban population using drinking water services,2005,72.4
831,Rwanda,RWA,% of total population using drinking water services,2005,49.4
832,Rwanda,RWA,% of rural population using drinking water services,2005,44.4
833,Rwanda,RWA,% of urban population using drinking water services,2005,74.0
834,Sao Tome and Principe,STP,% of total population using drinking water services,2005,71.4
835,Sao Tome and Principe,STP,% of rural population using drinking water services,2005,64.7
836,Sao Tome and Principe,STP,% of urban population using drinking water services,2005,76.1
837,Senegal,SEN,% of total population using drinking water services,2005,65.8
838,Senegal,SEN,% of rural population using drinking water services,2005,48.4
839,Senegal,SEN,% of urban population using drinking water services,2005,90.0
840,Sierra Leone,SLE,% of total population using drinking water services,2005,45.7
841,Sierra Leone,SLE,% of rural population using drinking water services,2005,31.4
842,Sierra Leone,SLE,% of urban population using drinking water services,2005,70.2
843,Somalia,SOM,% of total population using drinking water services,2005,32.1
844,Somalia,SOM,% of rural population using drinking water services,2005,13.5
845,Somalia,SOM,% of urban population using drinking water services,2005,64.6
846,South Africa,ZAF,% of total population using drinking water services,2005,87.2
847,South Africa,ZAF,% of rural population using drinking water services,2005,70.4
848,South Africa,ZAF,% of urban population using drinking water services,2005,98.5
849,Sudan,SDN,% of total population using drinking water services,2005,44.9
850,Sudan,SDN,% of rural population using drinking water services,2005,36.8
851,Sudan,SDN,% of urban population using drinking water services,2005,61.5
852,Tanzania,TZA,% of total population using drinking water services,2005,35.3
853,Tanzania,TZA,% of rural population using drinking water services,2005,23.6
854,Tanzania,TZA,% of urban population using drinking water services,2005,70.6
855,Togo,TGO,% of total population using drinking water services,2005,51.5
856,Togo,TGO,% of rural population using drinking water services,2005,35.0
857,Togo,TGO,% of urban population using drinking water services,2005,82.0
858,Tunisia,TUN,% of total population using drinking water services,2005,90.5
859,Tunisia,TUN,% of rural population using drinking water services,2005,75.3
860,Tunisia,TUN,% of urban population using drinking water services,2005,98.6
861,Uganda,UGA,% of total population using drinking water services,2005,33.1
862,Uganda,UGA,% of rural population using drinking water services,2005,25.1
863,Uganda,UGA,% of urban population using drinking water services,2005,72.1
864,Zambia,ZMB,% of total population using drinking water services,2005,52.7
865,Zambia,ZMB,% of rural population using drinking water services,2005,34.2
866,Zambia,ZMB,% of urban population using drinking water services,2005,84.3
867,Zimbabwe,ZWE,% of total population using drinking water services,2005,70.2
868,Zimbabwe,ZWE,% of rural population using drinking water services,2005,57.4
869,Zimbabwe,ZWE,% of urban population using drinking water services,2005,94.9
870,Algeria,DZA,% of total population using drinking water services,2006,91.4
871,Algeria,DZA,% of rural population using drinking water services,2006,85.4
872,Algeria,DZA,% of urban population using drinking water services,2006,94.7
873,Angola,AGO,% of total population using drinking water services,2006,47.2
874,Angola,AGO,% of rural population using drinking water services,2006,23.4
875,Angola,AGO,% of urban population using drinking water services,2006,65.2
876,Benin,BEN,% of total population using drinking water services,2006,63.3
877,Benin,BEN,% of rural population using drinking water services,2006,54.4
878,Benin,BEN,% of urban population using drinking water services,2006,76.2
879,Botswana,BWA,% of total population using drinking water services,2006,77.4
880,Botswana,BWA,% of rural population using drinking water services,2006,55.8
881,Botswana,BWA,% of urban population using drinking water services,2006,94.1
882,Burkina Faso,BFA,% of total population using drinking water services,2006,55.5
883,Burkina Faso,BFA,% of rural population using drinking water services,2006,48.7
884,Burkina Faso,BFA,% of urban population using drinking water services,2006,79.4
885,Burundi,BDI,% of total population using drinking water services,2006,54.1
886,Burundi,BDI,% of rural population using drinking water services,2006,50.9
887,Burundi,BDI,% of urban population using drinking water services,2006,84.8
888,Cabo Verde,CPV,% of total population using drinking water services,2006,81.1
889,Cabo Verde,CPV,% of rural population using drinking water services,2006,70.9
890,Cabo Verde,CPV,% of urban population using drinking water services,2006,88.3
891,Cameroon,CMR,% of total population using drinking water services,2006,60.4
892,Cameroon,CMR,% of rural population using drinking water services,2006,39.0
893,Cameroon,CMR,% of urban population using drinking water services,2006,82.5
894,Central African Republic,CAF,% of total population using drinking water services,2006,52.0
895,Central African Republic,CAF,% of rural population using drinking water services,2006,39.2
896,Central African Republic,CAF,% of urban population using drinking water services,2006,72.8
897,Chad,TCD,% of total population using drinking water services,2006,41.5
898,Chad,TCD,% of rural population using drinking water services,2006,32.0
899,Chad,TCD,% of urban population using drinking water services,2006,75.2
900,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2006,37.2
901,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2006,18.1
902,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2006,68.4
903,"Congo, Rep.",COG,% of total population using drinking water services,2006,61.6
904,"Congo, Rep.",COG,% of rural population using drinking water services,2006,23.7
905,"Congo, Rep.",COG,% of urban population using drinking water services,2006,85.4
906,Cote d'Ivoire,CIV,% of total population using drinking water services,2006,71.3
907,Cote d'Ivoire,CIV,% of rural population using drinking water services,2006,56.1
908,Cote d'Ivoire,CIV,% of urban population using drinking water services,2006,89.5
909,Djibouti,DJI,% of total population using drinking water services,2006,75.5
910,Djibouti,DJI,% of rural population using drinking water services,2006,52.1
911,Djibouti,DJI,% of urban population using drinking water services,2006,82.6
912,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2006,98.4
913,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2006,97.6
914,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2006,99.4
915,Eswatini,SWZ,% of total population using drinking water services,2006,58.4
916,Eswatini,SWZ,% of rural population using drinking water services,2006,49.4
917,Eswatini,SWZ,% of urban population using drinking water services,2006,90.3
918,Ethiopia,ETH,% of total population using drinking water services,2006,27.7
919,Ethiopia,ETH,% of rural population using drinking water services,2006,18.2
920,Ethiopia,ETH,% of urban population using drinking water services,2006,77.9
921,Gabon,GAB,% of total population using drinking water services,2006,82.3
922,Gabon,GAB,% of rural population using drinking water services,2006,43.1
923,Gabon,GAB,% of urban population using drinking water services,2006,90.3
924,"Gambia, The",GMB,% of total population using drinking water services,2006,76.0
925,"Gambia, The",GMB,% of rural population using drinking water services,2006,66.5
926,"Gambia, The",GMB,% of urban population using drinking water services,2006,84.6
927,Ghana,GHA,% of total population using drinking water services,2006,70.2
928,Ghana,GHA,% of rural population using drinking water services,2006,58.8
929,Ghana,GHA,% of urban population using drinking water services,2006,82.5
930,Guinea,GIN,% of total population using drinking water services,2006,59.0
931,Guinea,GIN,% of rural population using drinking water services,2006,48.2
932,Guinea,GIN,% of urban population using drinking water services,2006,81.3
933,Guinea-Bissau,GNB,% of total population using drinking water services,2006,57.5
934,Guinea-Bissau,GNB,% of rural population using drinking water services,2006,45.5
935,Guinea-Bissau,GNB,% of urban population using drinking water services,2006,76.4
936,Kenya,KEN,% of total population using drinking water services,2006,51.8
937,Kenya,KEN,% of rural population using drinking water services,2006,41.8
938,Kenya,KEN,% of urban population using drinking water services,2006,86.9
939,Lesotho,LSO,% of total population using drinking water services,2006,67.9
940,Lesotho,LSO,% of rural population using drinking water services,2006,63.0
941,Lesotho,LSO,% of urban population using drinking water services,2006,84.4
942,Liberia,LBR,% of total population using drinking water services,2006,67.0
943,Liberia,LBR,% of rural population using drinking water services,2006,55.1
944,Liberia,LBR,% of urban population using drinking water services,2006,80.8
945,Libya,LBY,% of total population using drinking water services,2006,89.5
946,Madagascar,MDG,% of total population using drinking water services,2006,40.9
947,Madagascar,MDG,% of rural population using drinking water services,2006,27.4
948,Madagascar,MDG,% of urban population using drinking water services,2006,73.3
949,Malawi,MWI,% of total population using drinking water services,2006,58.9
950,Malawi,MWI,% of rural population using drinking water services,2006,54.1
951,Malawi,MWI,% of urban population using drinking water services,2006,85.8
952,Mali,MLI,% of total population using drinking water services,2006,59.4
953,Mali,MLI,% of rural population using drinking water services,2006,48.4
954,Mali,MLI,% of urban population using drinking water services,2006,81.9
955,Mauritania,MRT,% of total population using drinking water services,2006,50.6
956,Mauritania,MRT,% of rural population using drinking water services,2006,33.1
957,Mauritania,MRT,% of urban population using drinking water services,2006,73.9
958,Mauritius,MUS,% of total population using drinking water services,2006,99.5
959,Mauritius,MUS,% of rural population using drinking water services,2006,99.3
960,Mauritius,MUS,% of urban population using drinking water services,2006,99.8
961,Morocco,MAR,% of total population using drinking water services,2006,70.9
962,Morocco,MAR,% of rural population using drinking water services,2006,42.1
963,Morocco,MAR,% of urban population using drinking water services,2006,93.6
964,Mozambique,MOZ,% of total population using drinking water services,2006,31.4
965,Mozambique,MOZ,% of rural population using drinking water services,2006,16.1
966,Mozambique,MOZ,% of urban population using drinking water services,2006,66.7
967,Namibia,NAM,% of total population using drinking water services,2006,78.9
968,Namibia,NAM,% of rural population using drinking water services,2006,67.7
969,Namibia,NAM,% of urban population using drinking water services,2006,97.4
970,Niger,NER,% of total population using drinking water services,2006,41.2
971,Niger,NER,% of rural population using drinking water services,2006,31.6
972,Niger,NER,% of urban population using drinking water services,2006,90.6
973,Nigeria,NGA,% of total population using drinking water services,2006,53.1
974,Nigeria,NGA,% of rural population using drinking water services,2006,39.4
975,Nigeria,NGA,% of urban population using drinking water services,2006,73.7
976,Rwanda,RWA,% of total population using drinking water services,2006,50.2
977,Rwanda,RWA,% of rural population using drinking water services,2006,45.2
978,Rwanda,RWA,% of urban population using drinking water services,2006,74.7
979,Sao Tome and Principe,STP,% of total population using drinking water services,2006,72.1
980,Sao Tome and Principe,STP,% of rural population using drinking water services,2006,65.4
981,Sao Tome and Principe,STP,% of urban population using drinking water services,2006,76.4
982,Senegal,SEN,% of total population using drinking water services,2006,67.1
983,Senegal,SEN,% of rural population using drinking water services,2006,50.1
984,Senegal,SEN,% of urban population using drinking water services,2006,90.4
985,Sierra Leone,SLE,% of total population using drinking water services,2006,46.9
986,Sierra Leone,SLE,% of rural population using drinking water services,2006,32.8
987,Sierra Leone,SLE,% of urban population using drinking water services,2006,70.7
988,Somalia,SOM,% of total population using drinking water services,2006,33.8
989,Somalia,SOM,% of rural population using drinking water services,2006,15.1
990,Somalia,SOM,% of urban population using drinking water services,2006,65.6
991,South Africa,ZAF,% of total population using drinking water services,2006,87.7
992,South Africa,ZAF,% of rural population using drinking water services,2006,71.3
993,South Africa,ZAF,% of urban population using drinking water services,2006,98.6
994,Sudan,SDN,% of total population using drinking water services,2006,46.3
995,Sudan,SDN,% of rural population using drinking water services,2006,38.3
996,Sudan,SDN,% of urban population using drinking water services,2006,62.6
997,Tanzania,TZA,% of total population using drinking water services,2006,37.0
998,Tanzania,TZA,% of rural population using drinking water services,2006,25.0
999,Tanzania,TZA,% of urban population using drinking water services,2006,71.9
1000,Togo,TGO,% of total population using drinking water services,2006,52.7
1001,Togo,TGO,% of rural population using drinking water services,2006,36.2
1002,Togo,TGO,% of urban population using drinking water services,2006,82.6
1003,Tunisia,TUN,% of total population using drinking water services,2006,90.9
1004,Tunisia,TUN,% of rural population using drinking water services,2006,76.0
1005,Tunisia,TUN,% of urban population using drinking water services,2006,98.7
1006,Uganda,UGA,% of total population using drinking water services,2006,34.4
1007,Uganda,UGA,% of rural population using drinking water services,2006,26.4
1008,Uganda,UGA,% of urban population using drinking water services,2006,72.6
1009,Zambia,ZMB,% of total population using drinking water services,2006,53.6
1010,Zambia,ZMB,% of rural population using drinking water services,2006,35.2
1011,Zambia,ZMB,% of urban population using drinking water services,2006,84.4
1012,Zimbabwe,ZWE,% of total population using drinking water services,2006,69.6
1013,Zimbabwe,ZWE,% of rural population using drinking water services,2006,56.7
1014,Zimbabwe,ZWE,% of urban population using drinking water services,2006,94.8
1015,Algeria,DZA,% of total population using drinking water services,2007,91.6
1016,Algeria,DZA,% of rural population using drinking water services,2007,85.7
1017,Algeria,DZA,% of urban population using drinking water services,2007,94.7
1018,Angola,AGO,% of total population using drinking water services,2007,48.0
1019,Angola,AGO,% of rural population using drinking water services,2007,23.8
1020,Angola,AGO,% of urban population using drinking water services,2007,65.8
1021,Benin,BEN,% of total population using drinking water services,2007,63.5
1022,Benin,BEN,% of rural population using drinking water services,2007,54.7
1023,Benin,BEN,% of urban population using drinking water services,2007,76.0
1024,Botswana,BWA,% of total population using drinking water services,2007,78.9
1025,Botswana,BWA,% of rural population using drinking water services,2007,57.6
1026,Botswana,BWA,% of urban population using drinking water services,2007,94.3
1027,Burkina Faso,BFA,% of total population using drinking water services,2007,55.0
1028,Burkina Faso,BFA,% of rural population using drinking water services,2007,47.7
1029,Burkina Faso,BFA,% of urban population using drinking water services,2007,79.4
1030,Burundi,BDI,% of total population using drinking water services,2007,54.7
1031,Burundi,BDI,% of rural population using drinking water services,2007,51.4
1032,Burundi,BDI,% of urban population using drinking water services,2007,85.2
1033,Cabo Verde,CPV,% of total population using drinking water services,2007,81.5
1034,Cabo Verde,CPV,% of rural population using drinking water services,2007,71.0
1035,Cabo Verde,CPV,% of urban population using drinking water services,2007,88.7
1036,Cameroon,CMR,% of total population using drinking water services,2007,60.8
1037,Cameroon,CMR,% of rural population using drinking water services,2007,39.4
1038,Cameroon,CMR,% of urban population using drinking water services,2007,82.4
1039,Central African Republic,CAF,% of total population using drinking water services,2007,50.9
1040,Central African Republic,CAF,% of rural population using drinking water services,2007,38.4
1041,Central African Republic,CAF,% of urban population using drinking water services,2007,71.1
1042,Chad,TCD,% of total population using drinking water services,2007,41.8
1043,Chad,TCD,% of rural population using drinking water services,2007,32.4
1044,Chad,TCD,% of urban population using drinking water services,2007,75.2
1045,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2007,37.8
1046,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2007,18.4
1047,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2007,68.9
1048,"Congo, Rep.",COG,% of total population using drinking water services,2007,62.7
1049,"Congo, Rep.",COG,% of rural population using drinking water services,2007,25.5
1050,"Congo, Rep.",COG,% of urban population using drinking water services,2007,85.6
1051,Cote d'Ivoire,CIV,% of total population using drinking water services,2007,71.3
1052,Cote d'Ivoire,CIV,% of rural population using drinking water services,2007,56.0
1053,Cote d'Ivoire,CIV,% of urban population using drinking water services,2007,89.2
1054,Djibouti,DJI,% of total population using drinking water services,2007,75.6
1055,Djibouti,DJI,% of rural population using drinking water services,2007,51.7
1056,Djibouti,DJI,% of urban population using drinking water services,2007,82.7
1057,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2007,98.5
1058,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2007,97.8
1059,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2007,99.4
1060,Eswatini,SWZ,% of total population using drinking water services,2007,59.3
1061,Eswatini,SWZ,% of rural population using drinking water services,2007,50.4
1062,Eswatini,SWZ,% of urban population using drinking water services,2007,90.8
1063,Ethiopia,ETH,% of total population using drinking water services,2007,29.2
1064,Ethiopia,ETH,% of rural population using drinking water services,2007,19.8
1065,Ethiopia,ETH,% of urban population using drinking water services,2007,78.4
1066,Gabon,GAB,% of total population using drinking water services,2007,82.5
1067,Gabon,GAB,% of rural population using drinking water services,2007,43.1
1068,Gabon,GAB,% of urban population using drinking water services,2007,90.1
1069,"Gambia, The",GMB,% of total population using drinking water services,2007,76.4
1070,"Gambia, The",GMB,% of rural population using drinking water services,2007,66.7
1071,"Gambia, The",GMB,% of urban population using drinking water services,2007,84.8
1072,Ghana,GHA,% of total population using drinking water services,2007,71.3
1073,Ghana,GHA,% of rural population using drinking water services,2007,59.7
1074,Ghana,GHA,% of urban population using drinking water services,2007,83.5
1075,Guinea,GIN,% of total population using drinking water services,2007,59.9
1076,Guinea,GIN,% of rural population using drinking water services,2007,49.2
1077,Guinea,GIN,% of urban population using drinking water services,2007,81.9
1078,Guinea-Bissau,GNB,% of total population using drinking water services,2007,57.6
1079,Guinea-Bissau,GNB,% of rural population using drinking water services,2007,45.9
1080,Guinea-Bissau,GNB,% of urban population using drinking water services,2007,76.1
1081,Kenya,KEN,% of total population using drinking water services,2007,52.5
1082,Kenya,KEN,% of rural population using drinking water services,2007,42.5
1083,Kenya,KEN,% of urban population using drinking water services,2007,86.9
1084,Lesotho,LSO,% of total population using drinking water services,2007,68.2
1085,Lesotho,LSO,% of rural population using drinking water services,2007,63.0
1086,Lesotho,LSO,% of urban population using drinking water services,2007,85.0
1087,Liberia,LBR,% of total population using drinking water services,2007,67.7
1088,Liberia,LBR,% of rural population using drinking water services,2007,55.8
1089,Liberia,LBR,% of urban population using drinking water services,2007,81.2
1090,Libya,LBY,% of total population using drinking water services,2007,90.3
1091,Madagascar,MDG,% of total population using drinking water services,2007,41.8
1092,Madagascar,MDG,% of rural population using drinking water services,2007,28.0
1093,Madagascar,MDG,% of urban population using drinking water services,2007,73.8
1094,Malawi,MWI,% of total population using drinking water services,2007,59.7
1095,Malawi,MWI,% of rural population using drinking water services,2007,55.0
1096,Malawi,MWI,% of urban population using drinking water services,2007,85.9
1097,Mali,MLI,% of total population using drinking water services,2007,61.1
1098,Mali,MLI,% of rural population using drinking water services,2007,50.0
1099,Mali,MLI,% of urban population using drinking water services,2007,82.9
1100,Mauritania,MRT,% of total population using drinking water services,2007,52.4
1101,Mauritania,MRT,% of rural population using drinking water services,2007,34.5
1102,Mauritania,MRT,% of urban population using drinking water services,2007,75.2
1103,Mauritius,MUS,% of total population using drinking water services,2007,99.6
1104,Mauritius,MUS,% of rural population using drinking water services,2007,99.4
1105,Mauritius,MUS,% of urban population using drinking water services,2007,99.8
1106,Morocco,MAR,% of total population using drinking water services,2007,72.3
1107,Morocco,MAR,% of rural population using drinking water services,2007,44.5
1108,Morocco,MAR,% of urban population using drinking water services,2007,93.9
1109,Mozambique,MOZ,% of total population using drinking water services,2007,33.3
1110,Mozambique,MOZ,% of rural population using drinking water services,2007,18.1
1111,Mozambique,MOZ,% of urban population using drinking water services,2007,68.2
1112,Namibia,NAM,% of total population using drinking water services,2007,79.3
1113,Namibia,NAM,% of rural population using drinking water services,2007,67.9
1114,Namibia,NAM,% of urban population using drinking water services,2007,97.3
1115,Niger,NER,% of total population using drinking water services,2007,41.8
1116,Niger,NER,% of rural population using drinking water services,2007,32.4
1117,Niger,NER,% of urban population using drinking water services,2007,90.2
1118,Nigeria,NGA,% of total population using drinking water services,2007,54.8
1119,Nigeria,NGA,% of rural population using drinking water services,2007,40.9
1120,Nigeria,NGA,% of urban population using drinking water services,2007,75.0
1121,Rwanda,RWA,% of total population using drinking water services,2007,50.9
1122,Rwanda,RWA,% of rural population using drinking water services,2007,46.0
1123,Rwanda,RWA,% of urban population using drinking water services,2007,75.3
1124,Sao Tome and Principe,STP,% of total population using drinking water services,2007,72.7
1125,Sao Tome and Principe,STP,% of rural population using drinking water services,2007,66.1
1126,Sao Tome and Principe,STP,% of urban population using drinking water services,2007,76.8
1127,Senegal,SEN,% of total population using drinking water services,2007,68.4
1128,Senegal,SEN,% of rural population using drinking water services,2007,51.8
1129,Senegal,SEN,% of urban population using drinking water services,2007,90.7
1130,Sierra Leone,SLE,% of total population using drinking water services,2007,48.2
1131,Sierra Leone,SLE,% of rural population using drinking water services,2007,34.2
1132,Sierra Leone,SLE,% of urban population using drinking water services,2007,71.3
1133,Somalia,SOM,% of total population using drinking water services,2007,33.8
1134,Somalia,SOM,% of rural population using drinking water services,2007,16.7
1135,Somalia,SOM,% of urban population using drinking water services,2007,66.5
1136,South Africa,ZAF,% of total population using drinking water services,2007,88.2
1137,South Africa,ZAF,% of rural population using drinking water services,2007,72.2
1138,South Africa,ZAF,% of urban population using drinking water services,2007,98.6
1139,Sudan,SDN,% of total population using drinking water services,2007,47.7
1140,Sudan,SDN,% of rural population using drinking water services,2007,39.8
1141,Sudan,SDN,% of urban population using drinking water services,2007,63.8
1142,Tanzania,TZA,% of total population using drinking water services,2007,38.7
1143,Tanzania,TZA,% of rural population using drinking water services,2007,26.5
1144,Tanzania,TZA,% of urban population using drinking water services,2007,73.1
1145,Togo,TGO,% of total population using drinking water services,2007,54.0
1146,Togo,TGO,% of rural population using drinking water services,2007,37.4
1147,Togo,TGO,% of urban population using drinking water services,2007,83.2
1148,Tunisia,TUN,% of total population using drinking water services,2007,91.2
1149,Tunisia,TUN,% of rural population using drinking water services,2007,76.7
1150,Tunisia,TUN,% of urban population using drinking water services,2007,98.7
1151,Uganda,UGA,% of total population using drinking water services,2007,35.9
1152,Uganda,UGA,% of rural population using drinking water services,2007,27.8
1153,Uganda,UGA,% of urban population using drinking water services,2007,73.0
1154,Zambia,ZMB,% of total population using drinking water services,2007,54.5
1155,Zambia,ZMB,% of rural population using drinking water services,2007,36.1
1156,Zambia,ZMB,% of urban population using drinking water services,2007,84.6
1157,Zimbabwe,ZWE,% of total population using drinking water services,2007,69.1
1158,Zimbabwe,ZWE,% of rural population using drinking water services,2007,56.1
1159,Zimbabwe,ZWE,% of urban population using drinking water services,2007,94.6
1160,Algeria,DZA,% of total population using drinking water services,2008,91.8
1161,Algeria,DZA,% of rural population using drinking water services,2008,86.0
1162,Algeria,DZA,% of urban population using drinking water services,2008,94.8
1163,Angola,AGO,% of total population using drinking water services,2008,48.8
1164,Angola,AGO,% of rural population using drinking water services,2008,24.1
1165,Angola,AGO,% of urban population using drinking water services,2008,66.4
1166,Benin,BEN,% of total population using drinking water services,2008,63.7
1167,Benin,BEN,% of rural population using drinking water services,2008,54.9
1168,Benin,BEN,% of urban population using drinking water services,2008,75.8
1169,Botswana,BWA,% of total population using drinking water services,2008,80.3
1170,Botswana,BWA,% of rural population using drinking water services,2008,59.4
1171,Botswana,BWA,% of urban population using drinking water services,2008,94.6
1172,Burkina Faso,BFA,% of total population using drinking water services,2008,54.4
1173,Burkina Faso,BFA,% of rural population using drinking water services,2008,46.6
1174,Burkina Faso,BFA,% of urban population using drinking water services,2008,79.5
1175,Burundi,BDI,% of total population using drinking water services,2008,55.3
1176,Burundi,BDI,% of rural population using drinking water services,2008,51.9
1177,Burundi,BDI,% of urban population using drinking water services,2008,85.7
1178,Cabo Verde,CPV,% of total population using drinking water services,2008,82.0
1179,Cabo Verde,CPV,% of rural population using drinking water services,2008,71.2
1180,Cabo Verde,CPV,% of urban population using drinking water services,2008,89.2
1181,Cameroon,CMR,% of total population using drinking water services,2008,61.2
1182,Cameroon,CMR,% of rural population using drinking water services,2008,39.7
1183,Cameroon,CMR,% of urban population using drinking water services,2008,82.4
1184,Central African Republic,CAF,% of total population using drinking water services,2008,49.8
1185,Central African Republic,CAF,% of rural population using drinking water services,2008,37.5
1186,Central African Republic,CAF,% of urban population using drinking water services,2008,69.4
1187,Chad,TCD,% of total population using drinking water services,2008,42.1
1188,Chad,TCD,% of rural population using drinking water services,2008,32.8
1189,Chad,TCD,% of urban population using drinking water services,2008,75.2
1190,"Congo, Dem. Rep.",COD,% of total population using drinking water services,2008,38.4
1191,"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2008,18.7
1192,"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2008,69.3
1193,"Congo, Rep.",COG,% of total population using drinking water services,2008,63.8
1194,"Congo, Rep.",COG,% of rural population using drinking water services,2008,27.4
1195,"Congo, Rep.",COG,% of urban population using drinking water services,2008,85.7
1196,Cote d'Ivoire,CIV,% of total population using drinking water services,2008,71.3
1197,Cote d'Ivoire,CIV,% of rural population using drinking water services,2008,56.0
1198,Cote d'Ivoire,CIV,% of urban population using drinking water services,2008,88.9
1199,Djibouti,DJI,% of total population using drinking water services,2008,75.6
1200,Djibouti,DJI,% of rural population using drinking water services,2008,51.3
1201,Djibouti,DJI,% of urban population using drinking water services,2008,82.9
1202,"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2008,98.5
1203,"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2008,97.9
1204,"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2008,99.4
1205,Eswatini,SWZ,% of total population using drinking water services,2008,60.2
1206,Eswatini,SWZ,% of rural population using drinking water services,2008,51.4
1207,Eswatini,SWZ,% of urban population using drinking water services,2008,91.4
1208,Ethiopia,ETH,% of total population using drinking water services,2008,30.9
1209,Ethiopia,ETH,% of rural population using drinking water services,2008,21.4
1210,Ethiopia,ETH,% of urban population using drinking water services,2008,78.8
1211,Gabon,GAB,% of total population using drinking water services,2008,82.7
1212,Gabon,GAB,% of rural population using drinking water services,2008,43.1
1213,Gabon,GAB,% of urban population using drinking water services,2008,90.0
1214,"Gambia, The",GMB,% of total population using drinking water services,2008,76.7
1215,"Gambia, The",GMB,% of rural population using drinking water services,2008,66.9
1216,"Gambia, The",GMB,% of urban population using drinking water services,2008,85.1
1217,Ghana,GHA,% of total population using drinking water services,2008,72.4
1218,Ghana,GHA,% of rural population using drinking water services,2008,60.6
1219,Ghana,GHA,% of urban population using drinking water services,2008,84.4
1220,Guinea,GIN,% of total population using drinking water services,2008,60.9
1221,Guinea,GIN,% of rural population using drinking water services,2008,50.2
1222,Guinea,GIN,% of urban population using drinking water services,2008,82.5
1223,Guinea-Bissau,GNB,% of total population using drinking water services,2008,57.8
1224,Guinea-Bissau,GNB,% of rural population using drinking water services,2008,46.2
1225,Guinea-Bissau,GNB,% of urban population using drinking water services,2008,75.8
1226,Kenya,KEN,% of total population using drinking water services,2008,53.2
1227,Kenya,KEN,% of rural population using drinking water services,2008,43.3
1228,Kenya,KEN,% of urban population using drinking water services,2008,86.9
1229,Lesotho,LSO,% of total population using drinking water services,2008,68.4
1230,Lesotho,LSO,% of rural population using drinking water services,2008,63.1
1231,Lesotho,LSO,% of urban population using drinking water services,2008,85.6
1232,Liberia,LBR,% of total population using drinking water services,2008,68.3
1233,Liberia,LBR,% of rural population using drinking water services,2008,56.5
1234,Liberia,LBR,% of urban population using drinking water services,2008,81.5
1235,Libya,LBY,% of total population using drinking water services,2008,91.2
1236,Madagascar,MDG,% of total population using drinking water services,2008,42.7
1237,Madagascar,MDG,% of rural population using drinking water services,2008,28.7
1238,Madagascar,MDG,% of urban population using drinking water services,2008,74.3
1239,Malawi,MWI,% of total population using drinking water services,2008,60.5
1240,Malawi,MWI,% of rural population using drinking water services,2008,55.9
1241,Malawi,MWI,% of urban population using drinking water services,2008,85.9
1242,Mali,MLI,% of total population using drinking water services,2008,62.8
1243,Mali,MLI,% of rural population using drinking water services,2008,51.7
1244,Mali,MLI,% of urban population using drinking water services,2008,83.9
1245,Mauritania,MRT,% of total population using drinking water services,2008,54.2
1246,Mauritania,MRT,% of rural population using drinking water services,2008,36.0
1247,Mauritania,MRT,% of urban population using drinking water services,2008,76.6
1248,Mauritius,MUS,% of total population using drinking water services,2008,99.6
1249,Mauritius,MUS,% of rural population using drinking water services,2008,99.5
1250,Mauritius,MUS,% of urban population using drinking water services,2008,99.9
1251,Morocco,MAR,% of total population using drinking water services,2008,73.8
1252,Morocco,MAR,% of rural population using drinking water services,2008,46.8
