Country Name,Country Code,Indicator Name,Year,Percentage
Rwanda,RWA,% of total population using drinking water services,2005,49.43351109
Rwanda,RWA,% of rural population using drinking water services,2005,44.42645821
Rwanda,RWA,% of urban population using drinking water services,2005,74.03297085
Sao Tome and Principe,STP,% of total population using drinking water services,2005,71.41714113
Sao Tome and Principe,STP,% of rural population using drinking water services,2005,64.68887747
Sao Tome and Principe,STP,% of urban population using drinking water services,2005,76.06091064
Senegal,SEN,% of total population using drinking water services,2005,65.7952662
Senegal,SEN,% of rural population using drinking water services,2005,48.44031049
Senegal,SEN,% of urban population using drinking water services,2005,90.04494259
Sierra Leone,SLE,% of total population using drinking water services,2005,45.68397199
Sierra Leone,SLE,% of rural population using drinking water services,2005,31.35920686
Sierra Leone,SLE,% of urban population using drinking water services,2005,70.15972852
Somalia,SOM,% of total population using drinking water services,2005,32.07421631
Somalia,SOM,% of rural population using drinking water services,2005,13.53285216
Somalia,SOM,% of urban population using drinking water services,2005,64.59551443
South Africa,ZAF,% of total population using drinking water services,2005,87.16428233
South Africa,ZAF,% of rural population using drinking water services,2005,70.44225323
South Africa,ZAF,% of urban population using drinking water services,2005,98.52951068
Sudan,SDN,% of total population using drinking water services,2005,44.87897118
Sudan,SDN,% of rural population using drinking water services,2005,36.79154428
Sudan,SDN,% of urban population using drinking water services,2005,61.4784399
Tanzania,TZA,% of total population using drinking water services,2005,35.26802635
Tanzania,TZA,% of rural population using drinking water services,2005,23.57511938
Tanzania,TZA,% of urban population using drinking water services,2005,70.63854359
Togo,TGO,% of total population using drinking water services,2005,51.5193694
Togo,TGO,% of rural population using drinking water services,2005,34.98472348
Togo,TGO,% of urban population using drinking water services,2005,81.9781716
Tunisia,TUN,% of total population using drinking water services,2005,90.49617491
Tunisia,TUN,% of rural population using drinking water services,2005,75.30458323
Tunisia,TUN,% of urban population using drinking water services,2005,98.5913531
Uganda,UGA,% of total population using drinking water services,2005,33.06223781
Uganda,UGA,% of rural population using drinking water services,2005,25.08665132
Uganda,UGA,% of urban population using drinking water services,2005,72.11252051
Zambia,ZMB,% of total population using drinking water services,2005,52.68050051
Zambia,ZMB,% of rural population using drinking water services,2005,34.20881667
Zambia,ZMB,% of urban population using drinking water services,2005,84.25266195
Zimbabwe,ZWE,% of total population using drinking water services,2005,70.16310803
Zimbabwe,ZWE,% of rural population using drinking water services,2005,57.35058788
Zimbabwe,ZWE,% of urban population using drinking water services,2005,94.9129464
Algeria,DZA,% of total population using drinking water services,2006,91.37095552
Algeria,DZA,% of rural population using drinking water services,2006,85.37180674
Algeria,DZA,% of urban population using drinking water services,2006,94.65942109
Angola,AGO,% of total population using drinking water services,2006,47.15022864
Angola,AGO,% of rural population using drinking water services,2006,23.39582072
Angola,AGO,% of urban population using drinking water services,2006,65.24348486
Benin,BEN,% of total population using drinking water services,2006,63.34453519
Benin,BEN,% of rural population using drinking water services,2006,54.40284193
Benin,BEN,% of urban population using drinking water services,2006,76.18581161
Botswana,BWA,% of total population using drinking water services,2006,77.40119239
Botswana,BWA,% of rural population using drinking water services,2006,55.83842596
Botswana,BWA,% of urban population using drinking water services,2006,94.07027958
Burkina Faso,BFA,% of total population using drinking water services,2006,55.54886122
Burkina Faso,BFA,% of rural population using drinking water services,2006,48.70172591
Burkina Faso,BFA,% of urban population using drinking water services,2006,79.35276455
Burundi,BDI,% of total population using drinking water services,2006,54.14023166
Burundi,BDI,% of rural population using drinking water services,2006,50.87910832
Burundi,BDI,% of urban population using drinking water services,2006,84.78909277
Cabo Verde,CPV,% of total population using drinking water services,2006,81.07448318
Cabo Verde,CPV,% of rural population using drinking water services,2006,70.90016577
Cabo Verde,CPV,% of urban population using drinking water services,2006,88.28353899
Cameroon,CMR,% of total population using drinking water services,2006,60.35506562
Cameroon,CMR,% of rural population using drinking water services,2006,39.00085898
Cameroon,CMR,% of urban population using drinking water services,2006,82.45405934
Central African Republic,CAF,% of total population using drinking water services,2006,52.03638593
Central African Republic,CAF,% of rural population using drinking water services,2006,39.19416136
Central African Republic,CAF,% of urban population using drinking water services,2006,72.81871298
Chad,TCD,% of total population using drinking water services,2006,41.45868775
Chad,TCD,% of rural population using drinking water services,2006,32.03753601
Chad,TCD,% of urban population using drinking water services,2006,75.18653226
"Congo, Dem. Rep.",COD,% of total population using drinking water services,2006,37.19644995
"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2006,18.07823587
"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2006,68.4277506
"Congo, Rep.",COG,% of total population using drinking water services,2006,61.64256697
"Congo, Rep.",COG,% of rural population using drinking water services,2006,23.70942339
"Congo, Rep.",COG,% of urban population using drinking water services,2006,85.44856578
Cote d'Ivoire,CIV,% of total population using drinking water services,2006,71.32078825
Cote d'Ivoire,CIV,% of rural population using drinking water services,2006,56.06010901
Cote d'Ivoire,CIV,% of urban population using drinking water services,2006,89.48839168
Djibouti,DJI,% of total population using drinking water services,2006,75.54411767
Djibouti,DJI,% of rural population using drinking water services,2006,52.08576744
Djibouti,DJI,% of urban population using drinking water services,2006,82.62771343
"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2006,98.37929106
"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2006,97.64456775
"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2006,99.35033076
Eswatini,SWZ,% of total population using drinking water services,2006,58.40698488
Eswatini,SWZ,% of rural population using drinking water services,2006,49.44967277
Eswatini,SWZ,% of urban population using drinking water services,2006,90.33197702
Ethiopia,ETH,% of total population using drinking water services,2006,27.67426894
Ethiopia,ETH,% of rural population using drinking water services,2006,18.1765084
Ethiopia,ETH,% of urban population using drinking water services,2006,77.91461309
Gabon,GAB,% of total population using drinking water services,2006,82.29702978
Gabon,GAB,% of rural population using drinking water services,2006,43.083592
Gabon,GAB,% of urban population using drinking water services,2006,90.26787059
"Gambia, The",GMB,% of total population using drinking water services,2006,76.02783315
"Gambia, The",GMB,% of rural population using drinking water services,2006,66.47914897
"Gambia, The",GMB,% of urban population using drinking water services,2006,84.58057774
Ghana,GHA,% of total population using drinking water services,2006,70.17280407
Ghana,GHA,% of rural population using drinking water services,2006,58.77526536
Ghana,GHA,% of urban population using drinking water services,2006,82.52607534
Guinea,GIN,% of total population using drinking water services,2006,58.9860001
Guinea,GIN,% of rural population using drinking water services,2006,48.22321517
Guinea,GIN,% of urban population using drinking water services,2006,81.29978781
Guinea-Bissau,GNB,% of total population using drinking water services,2006,57.45136421
Guinea-Bissau,GNB,% of rural population using drinking water services,2006,45.54034823
Guinea-Bissau,GNB,% of urban population using drinking water services,2006,76.44193219
Kenya,KEN,% of total population using drinking water services,2006,51.76219866
Kenya,KEN,% of rural population using drinking water services,2006,41.82191916
Kenya,KEN,% of urban population using drinking water services,2006,86.91277753
Lesotho,LSO,% of total population using drinking water services,2006,67.87240626
Lesotho,LSO,% of rural population using drinking water services,2006,62.98936633
Lesotho,LSO,% of urban population using drinking water services,2006,84.38742868
Liberia,LBR,% of total population using drinking water services,2006,67.00601195
Liberia,LBR,% of rural population using drinking water services,2006,55.0570913
Liberia,LBR,% of urban population using drinking water services,2006,80.81129529
Libya,LBY,% of total population using drinking water services,2006,89.45188924
Madagascar,MDG,% of total population using drinking water services,2006,40.88944092
Madagascar,MDG,% of rural population using drinking water services,2006,27.39640155
Madagascar,MDG,% of urban population using drinking water services,2006,73.25209711
Malawi,MWI,% of total population using drinking water services,2006,58.87867906
Malawi,MWI,% of rural population using drinking water services,2006,54.07223606
Malawi,MWI,% of urban population using drinking water services,2006,85.81050936
Mali,MLI,% of total population using drinking water services,2006,59.3986537
Mali,MLI,% of rural population using drinking water services,2006,48.39779175
Mali,MLI,% of urban population using drinking water services,2006,81.90430977
Mauritania,MRT,% of total population using drinking water services,2006,50.63122259
Mauritania,MRT,% of rural population using drinking water services,2006,33.09082047
Mauritania,MRT,% of urban population using drinking water services,2006,73.88434936
Mauritius,MUS,% of total population using drinking water services,2006,99.54802929
Mauritius,MUS,% of rural population using drinking water services,2006,99.34345924
Mauritius,MUS,% of urban population using drinking water services,2006,99.83053081
Morocco,MAR,% of total population using drinking water services,2006,70.85193792
Morocco,MAR,% of rural population using drinking water services,2006,42.13733072
Morocco,MAR,% of urban population using drinking water services,2006,93.64704648
Mozambique,MOZ,% of total population using drinking water services,2006,31.36986536
Mozambique,MOZ,% of rural population using drinking water services,2006,16.10007588
Mozambique,MOZ,% of urban population using drinking water services,2006,66.69244381
Namibia,NAM,% of total population using drinking water services,2006,78.85634303
Namibia,NAM,% of rural population using drinking water services,2006,67.66522225
Namibia,NAM,% of urban population using drinking water services,2006,97.42092669
Niger,NER,% of total population using drinking water services,2006,41.19079367
Niger,NER,% of rural population using drinking water services,2006,31.61925619
Niger,NER,% of urban population using drinking water services,2006,90.5645543
Nigeria,NGA,% of total population using drinking water services,2006,53.0703045
Nigeria,NGA,% of rural population using drinking water services,2006,39.35668253
Nigeria,NGA,% of urban population using drinking water services,2006,73.68966198
Rwanda,RWA,% of total population using drinking water services,2006,50.18335968
Rwanda,RWA,% of rural population using drinking water services,2006,45.19991686
Rwanda,RWA,% of urban population using drinking water services,2006,74.65811433
Sao Tome and Principe,STP,% of total population using drinking water services,2006,72.05015306
Sao Tome and Principe,STP,% of rural population using drinking water services,2006,65.381744
Sao Tome and Principe,STP,% of urban population using drinking water services,2006,76.43166949
Senegal,SEN,% of total population using drinking water services,2006,67.08684653
Senegal,SEN,% of rural population using drinking water services,2006,50.12424586
Senegal,SEN,% of urban population using drinking water services,2006,90.39250303
Sierra Leone,SLE,% of total population using drinking water services,2006,46.92021668
Sierra Leone,SLE,% of rural population using drinking water services,2006,32.75972932
Sierra Leone,SLE,% of urban population using drinking water services,2006,70.72044996
Somalia,SOM,% of total population using drinking water services,2006,33.82365761
Somalia,SOM,% of rural population using drinking water services,2006,15.1023862
Somalia,SOM,% of urban population using drinking water services,2006,65.56403385
South Africa,ZAF,% of total population using drinking water services,2006,87.67812704
South Africa,ZAF,% of rural population using drinking water services,2006,71.30140176
South Africa,ZAF,% of urban population using drinking water services,2006,98.56096095
Sudan,SDN,% of total population using drinking water services,2006,46.27477401
Sudan,SDN,% of rural population using drinking water services,2006,38.28313363
Sudan,SDN,% of urban population using drinking water services,2006,62.63824166
Tanzania,TZA,% of total population using drinking water services,2006,36.96750273
Tanzania,TZA,% of rural population using drinking water services,2006,25.02870046
Tanzania,TZA,% of urban population using drinking water services,2006,71.88796579
Togo,TGO,% of total population using drinking water services,2006,52.74809794
Togo,TGO,% of rural population using drinking water services,2006,36.2149075
Togo,TGO,% of urban population using drinking water services,2006,82.5926186
Tunisia,TUN,% of total population using drinking water services,2006,90.8501833
Tunisia,TUN,% of rural population using drinking water services,2006,76.02320556
Tunisia,TUN,% of urban population using drinking water services,2006,98.6515251
Uganda,UGA,% of total population using drinking water services,2006,34.44705036
Uganda,UGA,% of rural population using drinking water services,2006,26.40580524
Uganda,UGA,% of urban population using drinking water services,2006,72.55355471
Zambia,ZMB,% of total population using drinking water services,2006,53.58045155
Zambia,ZMB,% of rural population using drinking water services,2006,35.16084501
Zambia,ZMB,% of urban population using drinking water services,2006,84.41771272
Zimbabwe,ZWE,% of total population using drinking water services,2006,69.63880335
Zimbabwe,ZWE,% of rural population using drinking water services,2006,56.73061935
Zimbabwe,ZWE,% of urban population using drinking water services,2006,94.77867751
Algeria,DZA,% of total population using drinking water services,2007,91.60922889
Algeria,DZA,% of rural population using drinking water services,2007,85.69867424
Algeria,DZA,% of urban population using drinking water services,2007,94.74341124
Angola,AGO,% of total population using drinking water services,2007,47.96147053
Angola,AGO,% of rural population using drinking water services,2007,23.7672874
Angola,AGO,% of urban population using drinking water services,2007,65.82657006
Benin,BEN,% of total population using drinking water services,2007,63.52604541
Benin,BEN,% of rural population using drinking water services,2007,54.6737566
Benin,BEN,% of urban population using drinking water services,2007,75.97480314
Botswana,BWA,% of total population using drinking water services,2007,78.88605385
Botswana,BWA,% of rural population using drinking water services,2007,57.59751025
Botswana,BWA,% of urban population using drinking water services,2007,94.34751017
Burkina Faso,BFA,% of total population using drinking water services,2007,54.97935561
Burkina Faso,BFA,% of rural population using drinking water services,2007,47.68384544
Burkina Faso,BFA,% of urban population using drinking water services,2007,79.40897398
Burundi,BDI,% of total population using drinking water services,2007,54.7308721
Burundi,BDI,% of rural population using drinking water services,2007,51.39164986
Burundi,BDI,% of urban population using drinking water services,2007,85.24425621
Cabo Verde,CPV,% of total population using drinking water services,2007,81.54737288
Cabo Verde,CPV,% of rural population using drinking water services,2007,71.03163444
Cabo Verde,CPV,% of urban population using drinking water services,2007,88.74593627
Cameroon,CMR,% of total population using drinking water services,2007,60.78606619
Cameroon,CMR,% of rural population using drinking water services,2007,39.35157559
Cameroon,CMR,% of urban population using drinking water services,2007,82.43944443
Central African Republic,CAF,% of total population using drinking water services,2007,50.91298716
Central African Republic,CAF,% of rural population using drinking water services,2007,38.35162754
Central African Republic,CAF,% of urban population using drinking water services,2007,71.11554428
Chad,TCD,% of total population using drinking water services,2007,41.7757177
Chad,TCD,% of rural population using drinking water services,2007,32.4277193
Chad,TCD,% of urban population using drinking water services,2007,75.17511323
"Congo, Dem. Rep.",COD,% of total population using drinking water services,2007,37.79087
"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2007,18.36701447
"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2007,68.85793258
"Congo, Rep.",COG,% of total population using drinking water services,2007,62.70681265
"Congo, Rep.",COG,% of rural population using drinking water services,2007,25.52753509
"Congo, Rep.",COG,% of urban population using drinking water services,2007,85.59778166
Cote d'Ivoire,CIV,% of total population using drinking water services,2007,71.30161927
Cote d'Ivoire,CIV,% of rural population using drinking water services,2007,56.0360282
Cote d'Ivoire,CIV,% of urban population using drinking water services,2007,89.17095221
Djibouti,DJI,% of total population using drinking water services,2007,75.56172072
Djibouti,DJI,% of rural population using drinking water services,2007,51.7161494
Djibouti,DJI,% of urban population using drinking water services,2007,82.7436597
"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2007,98.46026211
"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2007,97.77287819
"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2007,99.3685509
Eswatini,SWZ,% of total population using drinking water services,2007,59.26560993
Eswatini,SWZ,% of rural population using drinking water services,2007,50.44818669
Eswatini,SWZ,% of urban population using drinking water services,2007,90.84134939
Ethiopia,ETH,% of total population using drinking water services,2007,29.24049791
Ethiopia,ETH,% of rural population using drinking water services,2007,19.80291431
Ethiopia,ETH,% of urban population using drinking water services,2007,78.36324652
Gabon,GAB,% of total population using drinking water services,2007,82.48880187
Gabon,GAB,% of rural population using drinking water services,2007,43.09970352
Gabon,GAB,% of urban population using drinking water services,2007,90.13595964
"Gambia, The",GMB,% of total population using drinking water services,2007,76.38302999
"Gambia, The",GMB,% of rural population using drinking water services,2007,66.6824988
"Gambia, The",GMB,% of urban population using drinking water services,2007,84.82077379
Ghana,GHA,% of total population using drinking water services,2007,71.2716956
Ghana,GHA,% of rural population using drinking water services,2007,59.71233564
Ghana,GHA,% of urban population using drinking water services,2007,83.46330492
Guinea,GIN,% of total population using drinking water services,2007,59.94241799
Guinea,GIN,% of rural population using drinking water services,2007,49.22404222
Guinea,GIN,% of urban population using drinking water services,2007,81.88011276
Guinea-Bissau,GNB,% of total population using drinking water services,2007,57.64976929
Guinea-Bissau,GNB,% of rural population using drinking water services,2007,45.88257264
Guinea-Bissau,GNB,% of urban population using drinking water services,2007,76.1060171
Kenya,KEN,% of total population using drinking water services,2007,52.49502118
Kenya,KEN,% of rural population using drinking water services,2007,42.54725865
Kenya,KEN,% of urban population using drinking water services,2007,86.91730249
Lesotho,LSO,% of total population using drinking water services,2007,68.15478075
Lesotho,LSO,% of rural population using drinking water services,2007,63.03848521
Lesotho,LSO,% of urban population using drinking water services,2007,84.99305676
Liberia,LBR,% of total population using drinking water services,2007,67.65578366
Liberia,LBR,% of rural population using drinking water services,2007,55.79011132
Liberia,LBR,% of urban population using drinking water services,2007,81.17557275
Libya,LBY,% of total population using drinking water services,2007,90.32185879
Madagascar,MDG,% of total population using drinking water services,2007,41.76885109
Madagascar,MDG,% of rural population using drinking water services,2007,28.02726935
Madagascar,MDG,% of urban population using drinking water services,2007,73.76698284
Malawi,MWI,% of total population using drinking water services,2007,59.70314251
Malawi,MWI,% of rural population using drinking water services,2007,55.00195297
Malawi,MWI,% of urban population using drinking water services,2007,85.85977259
Mali,MLI,% of total population using drinking water services,2007,61.07583771
Mali,MLI,% of rural population using drinking water services,2007,50.02388446
Mali,MLI,% of urban population using drinking water services,2007,82.90485737
Mauritania,MRT,% of total population using drinking water services,2007,52.39850669
Mauritania,MRT,% of rural population using drinking water services,2007,34.53094704
Mauritania,MRT,% of urban population using drinking water services,2007,75.24081125
Mauritius,MUS,% of total population using drinking water services,2007,99.59317929
Mauritius,MUS,% of rural population using drinking water services,2007,99.41263397
Mauritius,MUS,% of urban population using drinking water services,2007,99.84364286
Morocco,MAR,% of total population using drinking water services,2007,72.33844751
Morocco,MAR,% of rural population using drinking water services,2007,44.47919193
Morocco,MAR,% of urban population using drinking water services,2007,93.94782855
Mozambique,MOZ,% of total population using drinking water services,2007,33.29522577
Mozambique,MOZ,% of rural population using drinking water services,2007,18.09591899
Mozambique,MOZ,% of urban population using drinking water services,2007,68.15291414
Namibia,NAM,% of total population using drinking water services,2007,79.28207508
Namibia,NAM,% of rural population using drinking water services,2007,67.94092947
Namibia,NAM,% of urban population using drinking water services,2007,97.3236637
Niger,NER,% of total population using drinking water services,2007,41.79385248
Niger,NER,% of rural population using drinking water services,2007,32.40787798
Niger,NER,% of urban population using drinking water services,2007,90.22464425
Nigeria,NGA,% of total population using drinking water services,2007,54.79523439
Nigeria,NGA,% of rural population using drinking water services,2007,40.8916024
Nigeria,NGA,% of urban population using drinking water services,2007,74.95327249
Rwanda,RWA,% of total population using drinking water services,2007,50.93687129
Rwanda,RWA,% of rural population using drinking water services,2007,45.97763473
Rwanda,RWA,% of urban population using drinking water services,2007,75.28581407
Sao Tome and Principe,STP,% of total population using drinking water services,2007,72.66929332
Sao Tome and Principe,STP,% of rural population using drinking water services,2007,66.06716994
Sao Tome and Principe,STP,% of urban population using drinking water services,2007,76.79884039
Senegal,SEN,% of total population using drinking water services,2007,68.37656166
Senegal,SEN,% of rural population using drinking water services,2007,51.82288207
Senegal,SEN,% of urban population using drinking water services,2007,90.74066683
Sierra Leone,SLE,% of total population using drinking water services,2007,48.15247312
Sierra Leone,SLE,% of rural population using drinking water services,2007,34.16392472
Sierra Leone,SLE,% of urban population using drinking water services,2007,71.27965795
Somalia,SOM,% of total population using drinking water services,2007,33.82597322
Somalia,SOM,% of rural population using drinking water services,2007,16.67192025
Somalia,SOM,% of urban population using drinking water services,2007,66.53255327
South Africa,ZAF,% of total population using drinking water services,2007,88.18248627
South Africa,ZAF,% of rural population using drinking water services,2007,72.16055029
South Africa,ZAF,% of urban population using drinking water services,2007,98.59241123
Sudan,SDN,% of total population using drinking water services,2007,47.67022906
Sudan,SDN,% of rural population using drinking water services,2007,39.77472297
Sudan,SDN,% of urban population using drinking water services,2007,63.79804343
Tanzania,TZA,% of total population using drinking water services,2007,38.68331918
Tanzania,TZA,% of rural population using drinking water services,2007,26.49900364
Tanzania,TZA,% of urban population using drinking water services,2007,73.14467887
Togo,TGO,% of total population using drinking water services,2007,53.97189441
Togo,TGO,% of rural population using drinking water services,2007,37.44410529
Togo,TGO,% of urban population using drinking water services,2007,83.20716977
Tunisia,TUN,% of total population using drinking water services,2007,91.1999283
Tunisia,TUN,% of rural population using drinking water services,2007,76.74182789
Tunisia,TUN,% of urban population using drinking water services,2007,98.71161654
Uganda,UGA,% of total population using drinking water services,2007,35.85411384
Uganda,UGA,% of rural population using drinking water services,2007,27.75693277
Uganda,UGA,% of urban population using drinking water services,2007,72.995111
Zambia,ZMB,% of total population using drinking water services,2007,54.47222261
Zambia,ZMB,% of rural population using drinking water services,2007,36.11037856
Zambia,ZMB,% of urban population using drinking water services,2007,84.58281522
Zimbabwe,ZWE,% of total population using drinking water services,2007,69.11454478
Zimbabwe,ZWE,% of rural population using drinking water services,2007,56.11285434
Zimbabwe,ZWE,% of urban population using drinking water services,2007,94.64437258
Algeria,DZA,% of total population using drinking water services,2008,91.84330409
Algeria,DZA,% of rural population using drinking water services,2008,86.02554174
Algeria,DZA,% of urban population using drinking water services,2008,94.82740138
Angola,AGO,% of total population using drinking water services,2008,48.77040378
Angola,AGO,% of rural population using drinking water services,2008,24.13806931
Angola,AGO,% of urban population using drinking water services,2008,66.40211952
Benin,BEN,% of total population using drinking water services,2008,63.70227689
Benin,BEN,% of rural population using drinking water services,2008,54.94309567
Benin,BEN,% of urban population using drinking water services,2008,75.76408376
Botswana,BWA,% of total population using drinking water services,2008,80.32351749
Botswana,BWA,% of rural population using drinking water services,2008,59.3627709
Botswana,BWA,% of urban population using drinking water services,2008,94.62410875
Burkina Faso,BFA,% of total population using drinking water services,2008,54.3702196
Burkina Faso,BFA,% of rural population using drinking water services,2008,46.64691947
Burkina Faso,BFA,% of urban population using drinking water services,2008,79.46454848
Burundi,BDI,% of total population using drinking water services,2008,55.32519947
Burundi,BDI,% of rural population using drinking water services,2008,51.90603264
Burundi,BDI,% of urban population using drinking water services,2008,85.69894392
Cabo Verde,CPV,% of total population using drinking water services,2008,82.0252485
Cabo Verde,CPV,% of rural population using drinking water services,2008,71.16310311
Cabo Verde,CPV,% of urban population using drinking water services,2008,89.20833355
Cameroon,CMR,% of total population using drinking water services,2008,61.21007939
Cameroon,CMR,% of rural population using drinking water services,2008,39.69808001
Cameroon,CMR,% of urban population using drinking water services,2008,82.42300681
Central African Republic,CAF,% of total population using drinking water services,2008,49.80146369
Central African Republic,CAF,% of rural population using drinking water services,2008,37.5168729
Central African Republic,CAF,% of urban population using drinking water services,2008,69.41992847
Chad,TCD,% of total population using drinking water services,2008,42.09069088
Chad,TCD,% of rural population using drinking water services,2008,32.81872802
Chad,TCD,% of urban population using drinking water services,2008,75.1545245
"Congo, Dem. Rep.",COD,% of total population using drinking water services,2008,38.38954596
"Congo, Dem. Rep.",COD,% of rural population using drinking water services,2008,18.65427281
"Congo, Dem. Rep.",COD,% of urban population using drinking water services,2008,69.2886976
"Congo, Rep.",COG,% of total population using drinking water services,2008,63.77039103
"Congo, Rep.",COG,% of rural population using drinking water services,2008,27.38229699
"Congo, Rep.",COG,% of urban population using drinking water services,2008,85.74705855
Cote d'Ivoire,CIV,% of total population using drinking water services,2008,71.28056904
Cote d'Ivoire,CIV,% of rural population using drinking water services,2008,56.01194155
Cote d'Ivoire,CIV,% of urban population using drinking water services,2008,88.85405465
Djibouti,DJI,% of total population using drinking water services,2008,75.57976866
Djibouti,DJI,% of rural population using drinking water services,2008,51.34653137
Djibouti,DJI,% of urban population using drinking water services,2008,82.85960597
"Egypt, Arab Rep.",EGY,% of total population using drinking water services,2008,98.54089121
"Egypt, Arab Rep.",EGY,% of rural population using drinking water services,2008,97.90125853
"Egypt, Arab Rep.",EGY,% of urban population using drinking water services,2008,99.38677265
Eswatini,SWZ,% of total population using drinking water services,2008,60.2369722
Eswatini,SWZ,% of rural population using drinking water services,2008,51.43805302
Eswatini,SWZ,% of urban population using drinking water services,2008,91.35150708
Ethiopia,ETH,% of total population using drinking water services,2008,30.89480764
Ethiopia,ETH,% of rural population using drinking water services,2008,21.41925372
Ethiopia,ETH,% of urban population using drinking water services,2008,78.81207058
Gabon,GAB,% of total population using drinking water services,2008,82.66875326
Gabon,GAB,% of rural population using drinking water services,2008,43.11005022
Gabon,GAB,% of urban population using drinking water services,2008,90.00333252
"Gambia, The",GMB,% of total population using drinking water services,2008,76.73821284
"Gambia, The",GMB,% of rural population using drinking water services,2008,66.88433738
"Gambia, The",GMB,% of urban population using drinking water services,2008,85.06122898
Ghana,GHA,% of total population using drinking water services,2008,72.37342057
Ghana,GHA,% of rural population using drinking water services,2008,60.64938944
Ghana,GHA,% of urban population using drinking water services,2008,84.4058089
Guinea,GIN,% of total population using drinking water services,2008,60.89677769
Guinea,GIN,% of rural population using drinking water services,2008,50.22486927
Guinea,GIN,% of urban population using drinking water services,2008,82.46043771
Guinea-Bissau,GNB,% of total population using drinking water services,2008,57.83529602
Guinea-Bissau,GNB,% of rural population using drinking water services,2008,46.21930712
Guinea-Bissau,GNB,% of urban population using drinking water services,2008,75.75774186
Kenya,KEN,% of total population using drinking water services,2008,53.22295134
Kenya,KEN,% of rural population using drinking water services,2008,43.27043667
Kenya,KEN,% of urban population using drinking water services,2008,86.92181762
Lesotho,LSO,% of total population using drinking water services,2008,68.4445229
Lesotho,LSO,% of rural population using drinking water services,2008,63.08731094
Lesotho,LSO,% of urban population using drinking water services,2008,85.60038469
Liberia,LBR,% of total population using drinking water services,2008,68.29553369
Liberia,LBR,% of rural population using drinking water services,2008,56.51226773
Liberia,LBR,% of urban population using drinking water services,2008,81.5361922
Libya,LBY,% of total population using drinking water services,2008,91.19182833
Madagascar,MDG,% of total population using drinking water services,2008,42.65232181
Madagascar,MDG,% of rural population using drinking water services,2008,28.66009176
Madagascar,MDG,% of urban population using drinking water services,2008,74.28197307
Malawi,MWI,% of total population using drinking water services,2008,60.52124263
Malawi,MWI,% of rural population using drinking water services,2008,55.9261399
Malawi,MWI,% of urban population using drinking water services,2008,85.90853585
Mali,MLI,% of total population using drinking water services,2008,62.75344835
Mali,MLI,% of rural population using drinking water services,2008,51.66006294
Mali,MLI,% of urban population using drinking water services,2008,83.90546518
Mauritania,MRT,% of total population using drinking water services,2008,54.18025529
Mauritania,MRT,% of rural population using drinking water services,2008,35.98887591
Mauritania,MRT,% of urban population using drinking water services,2008,76.60551432
Mauritius,MUS,% of total population using drinking water services,2008,99.63844997
Mauritius,MUS,% of rural population using drinking water services,2008,99.4818087
Mauritius,MUS,% of urban population using drinking water services,2008,99.85675492
Morocco,MAR,% of total population using drinking water services,2008,73.81241348
Morocco,MAR,% of rural population using drinking water services,2008,46.84767668
Morocco,MAR,% of urban population using drinking water services,2008,94.24903646
Mozambique,MOZ,% of total population using drinking water services,2008,35.39980799
Mozambique,MOZ,% of rural population using drinking water services,2008,20.14478196
Mozambique,MOZ,% of urban population using drinking water services,2008,69.62268139
Namibia,NAM,% of total population using drinking water services,2008,79.70352468
Namibia,NAM,% of rural population using drinking water services,2008,68.21648237
Namibia,NAM,% of urban population using drinking water services,2008,97.22636392
Niger,NER,% of total population using drinking water services,2008,42.36417612
Niger,NER,% of rural population using drinking water services,2008,33.15797447
Niger,NER,% of urban population using drinking water services,2008,89.8848224
Nigeria,NGA,% of total population using drinking water services,2008,56.52746381
Nigeria,NGA,% of rural population using drinking water services,2008,42.43545248
Nigeria,NGA,% of urban population using drinking water services,2008,76.22762472
Rwanda,RWA,% of total population using drinking water services,2008,51.69434363
Rwanda,RWA,% of rural population using drinking water services,2008,46.75961181
Rwanda,RWA,% of urban population using drinking water services,2008,75.91607007
Sao Tome and Principe,STP,% of total population using drinking water services,2008,73.27470062
Sao Tome and Principe,STP,% of rural population using drinking water services,2008,66.74515531
Sao Tome and Principe,STP,% of urban population using drinking water services,2008,77.16242332
Senegal,SEN,% of total population using drinking water services,2008,69.6641986
Senegal,SEN,% of rural population using drinking water services,2008,53.5362191
Senegal,SEN,% of urban population using drinking water services,2008,91.08943397
Sierra Leone,SLE,% of total population using drinking water services,2008,49.38062977
Sierra Leone,SLE,% of rural population using drinking water services,2008,35.57179306
Sierra Leone,SLE,% of urban population using drinking water services,2008,71.83735248
Somalia,SOM,% of total population using drinking water services,2008,35.98033615
Somalia,SOM,% of rural population using drinking water services,2008,18.24145429
Somalia,SOM,% of urban population using drinking water services,2008,67.50107269
